"","Row.names","Location.x","MinTemp.x","MaxTemp.x","Rainfall.x","Evaporation.x","Sunshine.x","WindGustSpeed.x","WindSpeed9am.x","WindSpeed3pm.x","Humidity9am.x","Humidity3pm.x","Pressure9am.x","Pressure3pm.x","Cloud9am.x","Cloud3pm.x","Temp9am.x","Temp3pm.x","RainToday.x","RISK_MM.x","prediction1","prediction2","Date"
"7274","39582","Williamtown",14.1,25.5,0,7.4,7.3,31,13,20,84,52,1019.9,1016.7,7,1,18.2,24.8,"No",0,0.999133740380388,0.992047668483901,"2011-02-24"
"7275","39583","Williamtown",10.8,26.8,0,4.2,5.4,22,13,13,94,60,1015.2,1012.9,3,6,17.2,24.9,"No",0,2.51379118457127,2.62020281392094,"2011-02-25"
"7276","39584","Williamtown",16.5,29.1,0,3.6,10.8,31,9,20,79,55,1012.5,1009.6,3,2,21.9,28.4,"No",0,1.03982706017294,1.08667194957576,"2011-02-26"
"7277","39608","Williamtown",20.6,31.3,0.6,3.6,8.9,28,9,22,94,63,1001.9,999.3,6,4,22.5,28.3,"No",0,2.39616770528297,2.39661568982503,"2011-03-22"
"7278","39614","Williamtown",14.8,24.3,3.8,2,3.5,30,9,17,95,82,1026.2,1025.3,4,7,17.4,21.8,"Yes",0.8,4.46984506956569,4.16793593818759,"2011-03-28"
"7279","39617","Williamtown",16,25.4,0.6,4.4,4.6,46,28,28,76,62,1021.4,1021.8,7,7,22.3,23.4,"No",4,1.9155067201447,1.81162655203676,"2011-03-31"
"7280","39625","Williamtown",5.2,17.5,0,2.6,4.5,78,26,39,51,37,1011.2,1008,1,7,12.8,16.1,"No",0,4.17573616842046,4.10133859135559,"2011-05-11"
"7281","39632","Williamtown",8.3,20.4,1.4,1.8,6.3,33,13,17,80,69,1032.3,1029.5,1,7,13.7,18.7,"Yes",0.2,2.96634985457542,2.63753719038836,"2011-05-18"
"7282","39646","Williamtown",13.1,19.1,11.8,2.8,2.4,57,37,35,60,51,1021.4,1018.8,7,7,17.3,18.2,"Yes",16.8,4.21727631358039,3.97445019400598,"2011-06-13"
"7283","39652","Williamtown",7.6,15.4,0.2,6.2,9.3,67,43,37,56,39,1012.5,1011.4,2,3,10.5,14.8,"No",0,0.739739857525894,0.540294524743511,"2011-06-22"
"7284","39667","Williamtown",6.2,17.5,0,5.6,9.6,50,31,20,55,33,1023.5,1019,1,1,9.6,17.3,"No",0,0.612711591725398,0.648693966545413,"2011-07-12"
"7285","39707","Williamtown",4.5,22.2,0,3.2,10.5,48,22,30,55,21,1026.7,1021.6,0,0,14.1,22,"No",0,0,0,"2011-09-13"
"7286","39715","Williamtown",8.2,20.9,0,11,10.9,30,20,19,32,37,1021.2,1018.6,0,0,17.6,19.5,"No",0,0,0,"2011-09-21"
"7287","39723","Williamtown",10.5,18.7,29.6,6.2,8.6,50,17,33,85,55,1022.1,1020.9,5,2,12.7,17.4,"Yes",1.4,4.10635176387014,4.10851559848698,"2011-10-03"
"7288","39724","Williamtown",10.9,19.7,1.4,4.4,8.3,39,11,26,83,48,1024.2,1022.8,7,5,13.4,17.8,"Yes",0,0,0,"2011-10-04"
"7289","39725","Williamtown",8.6,19.4,0,4,4.7,28,15,15,73,51,1022.6,1018.4,7,7,13.5,18.1,"No",0,1.61317320983471,1.59331995442197,"2011-10-05"
"7290","39734","Williamtown",11.8,20,0,7.2,2.4,39,24,24,87,47,1030.8,1032,8,7,15,17.9,"No",1,0,0,"2011-10-17"
"7291","39743","Williamtown",14.6,19,23.6,5.4,0,39,22,26,70,55,1021.4,1021.8,8,7,16.7,17.9,"Yes",0,4.31183977296722,4.3837027238783,"2011-10-26"
"7292","39748","Williamtown",13.8,21.1,9.6,4,10.8,43,24,31,62,58,1021,1019.9,2,1,18.6,20.3,"Yes",3,1.16937120966635,0.899096155914082,"2011-10-31"
"7293","39750","Williamtown",10.5,25.1,0.2,4.2,9.7,48,17,28,70,57,1011.3,1009,1,2,18.6,21.9,"No",0,2.72706198977614,2.69038914661756,"2011-11-02"
"7294","39770","Williamtown",21.6,34.1,0,8.6,8.9,56,15,9,64,68,1012.9,1009.6,6,7,26.6,27.6,"No",8,6.64485479657007,6.68014672096992,"2011-11-30"
"7295","39780","Williamtown",15.6,22.7,0.4,5.6,9.5,46,24,31,69,44,1015.7,1015.9,6,6,19.7,21.5,"No",0,0,0,"2011-12-14"
"7296","39791","Williamtown",19.3,21.9,3.4,6.8,0.4,57,33,24,71,93,1008.4,1009.5,6,7,21.5,18.4,"Yes",6.4,8.45829741455424,8.00106188356025,"2011-12-27"
"7297","39805","Williamtown",13.8,28.3,0,4.4,8.5,39,15,22,59,49,1022.9,1020.5,1,5,23.9,25.7,"No",1.2,1.14309728927011,1.27944489415734,"2012-01-17"
"7298","39814","Williamtown",24.4,31.3,0,6.2,0.7,39,20,22,69,84,1004.7,1007.1,7,8,27.6,24,"No",34,5.64982628900145,5.64421994804143,"2012-01-31"
"7299","39819","Williamtown",20.5,22.8,1,4.4,0,37,19,19,96,90,1006.6,1006.2,8,8,20.8,21.5,"No",9.2,6.49042820515445,6.3586263966549,"2012-02-07"
"7300","39824","Williamtown",16.7,26.4,2.2,5,7.1,33,9,24,93,49,1021.6,1019.6,7,5,20.7,25.8,"Yes",0,0.324485624805114,0.0636063857005217,"2012-02-15"
"7301","39852","Williamtown",13.3,26.7,0,2.8,9.4,35,6,28,77,56,1023.3,1021.5,4,4,18.7,24,"No",0,0.155085602676054,0.0844170866361021,"2012-03-27"
"7302","39869","Williamtown",16.5,19.8,56.2,4.2,0,24,6,4,93,97,1019.9,1017.4,7,8,19.1,18.7,"Yes",32.8,13.5228974011388,14.159317862431,"2012-04-18"
"7303","39873","Williamtown",8.5,19,0,2.6,10.5,61,41,41,55,39,1012.7,1010,1,1,13.9,18.3,"No",0,0.359002099838183,0.203430838202933,"2012-04-25"
"7304","39891","Williamtown",8.4,21.3,0.2,2.2,9.9,41,20,28,74,25,1024.9,1021.5,1,0,13.2,20.6,"No",0,0,0,"2012-05-22"
"7305","39901","Williamtown",9,17.7,14.4,2.6,0,52,11,30,96,91,1020.6,1018.2,8,8,13.5,14.4,"Yes",13.6,9.25055091825817,8.84606937159498,"2012-06-11"
"7306","39902","Williamtown",13.3,19.9,13.6,1.8,5.1,46,30,24,70,58,1018.7,1017.1,7,3,16.7,18.3,"Yes",0.6,3.89074829896264,3.72316923942372,"2012-06-12"
"7307","39905","Williamtown",10,18.8,1.6,8,9.4,39,24,15,60,38,1022.2,1019.9,1,1,13.8,18.3,"Yes",0,0.0574124506427727,0,"2012-06-18"
"7308","39912","Williamtown",2.9,18.1,0,2.6,9.7,41,17,26,74,34,1029,1024.4,0,1,8.4,17.8,"No",4.8,0,0,"2012-06-25"
"7309","39920","Williamtown",6.3,16.4,0,3.6,9.4,39,26,19,65,40,1020.4,1017.8,1,2,9.7,15,"No",0,0,0,"2012-07-03"
"7310","39924","Williamtown",3.2,18.7,0,2.8,6.9,26,11,17,99,58,1030.7,1026.4,8,4,7.8,18.4,"No",0,1.00536632100031,0.812935938852513,"2012-07-09"
"7311","39925","Williamtown",7.6,21,0,1.2,5,39,9,24,80,48,1027,1021.1,7,4,13.8,19.6,"No",2.6,2.1051427573404,2.06182748043751,"2012-07-10"
"7312","39930","Williamtown",5.7,20.7,0,2.8,5.2,37,9,26,73,41,1020,1015.8,4,3,11.4,19.7,"No",0,1.27412164172812,1.29607909170674,"2012-07-18"
"7313","39935","Williamtown",7,18.9,0.4,1.2,7.5,20,15,9,100,46,1024.4,1020.2,8,1,8.6,18.4,"No",0,0,0,"2012-07-25"
"7314","39962","Williamtown",6.4,22.3,0,3,9,31,20,15,62,25,1021.5,1016.6,3,5,12.1,20.9,"No",0,0,0,"2012-08-21"
"7315","39975","Williamtown",3.7,22,0,3.2,10.9,31,24,19,45,34,1022.8,1019.9,0,0,13.5,19.9,"No",0,0,0,"2012-09-03"
"7316","39977","Williamtown",4.3,27.6,0,4.4,9.9,48,11,28,48,14,1018.2,1010,0,0,15.5,26.9,"No",0,1.11043914638297,1.34641220887882,"2012-09-05"
"7317","40062","Williamtown",18.4,28.9,0,9.8,12,43,11,30,62,57,1022,1018.5,4,1,25.9,27.1,"No",0,0.96447763511912,0.882811635232447,"2013-01-07"
"7318","40064","Williamtown",22.5,25,0,17.2,5.4,59,39,35,67,58,997.8,1001.6,1,7,23.9,22.8,"No",0,2.58924404797483,2.5464409530116,"2013-01-09"
"7319","40081","Williamtown",19.6,27.6,0,5.6,10.1,41,2,20,80,46,1020.7,1018,7,2,22,27.4,"No",0,0.0191790677607491,0.0441869467388695,"2013-03-06"
"7320","40097","Williamtown",18.4,29.3,0,4,6.2,35,11,11,98,58,1019.4,1016.3,7,7,20.9,28.8,"No",0,2.85611100760049,2.92025679324711,"2013-03-26"
"7321","40102","Williamtown",14.2,24.6,5,1.8,10.9,31,19,19,89,48,1016.1,1013.8,0,1,17.6,23.4,"Yes",0,0.373739111459149,0.291700006144522,"2013-04-02"
"7322","40125","Williamtown",11.6,20.7,3.8,2.2,2.3,22,13,7,88,60,1028.7,1026.7,6,2,14.6,19.3,"Yes",0,2.42927999738767,2.33139752330801,"2013-05-07"
"7323","40156","Williamtown",8.1,17.9,0,3.2,8.5,39,24,15,63,43,1013.7,1012.2,1,1,11.8,17.2,"No",4.2,0.502220207779841,0.590715397973059,"2013-06-18"
"7324","40157","Williamtown",8.1,15.7,4.2,2.8,3.1,54,17,28,87,80,1020.6,1020.4,6,6,10.5,13.3,"Yes",7.8,5.55975623644981,5.00119134111928,"2013-06-19"
"7325","40160","Williamtown",9.7,17.1,8,0.2,6.3,28,17,13,86,53,1022.3,1017.6,7,7,12.4,16.1,"Yes",0,2.26963699902727,2.06387530452772,"2013-06-24"
"7326","40179","Williamtown",-0.2,18.2,0,3.6,9.6,61,2,33,68,24,1020.7,1017.9,1,1,10.4,17.5,"No",0,0,0,"2013-07-22"
"7327","40188","Williamtown",5.2,19.5,0,4.8,10.2,54,22,35,53,28,1019.1,1015.2,1,1,12.4,19.1,"No",0,0,0,"2013-08-05"
"7328","40193","Williamtown",5.8,21.6,0,5.2,9.7,50,15,30,39,18,1016.2,1013.6,0,1,13.6,21.3,"No",0,0,0,"2013-08-13"
"7329","40226","Williamtown",11.6,31.7,0,6.6,3.4,50,6,24,60,17,1005.8,1000.8,8,5,17.9,30.7,"No",0,2.92664539467497,3.14264267788307,"2013-09-24"
"7330","40238","Williamtown",7,30.2,0,4.8,11.4,35,19,22,65,15,1020.8,1014.8,0,0,16,28.3,"No",0,0,0,"2013-10-09"
"7331","40284","Williamtown",10.6,26.3,0,7.6,13.5,39,13,28,58,50,1018.4,1014.1,1,0,20.6,25.3,"No",0,0.616588774573987,0.563858544351556,"2013-12-03"
"7332","40289","Williamtown",23.2,36.5,0,10.4,9.7,67,19,43,47,20,1004.5,1001.1,5,4,26.6,34,"No",0,1.07494727549185,1.15802619041414,"2013-12-10"
"7333","40296","Williamtown",13.2,27,0,8,12.5,43,11,31,57,47,1022,1019.7,2,2,22.9,25.8,"No",0,0,0,"2013-12-17"
"7334","40302","Williamtown",21.1,37.3,0,9.6,2.4,65,6,28,49,24,1008.4,1006.5,7,6,28.5,35,"No",1.6,3.73352369209481,4.0225017688346,"2013-12-23"
"7335","40303","Williamtown",18.9,22,1.6,9.2,0,41,24,15,96,73,1018,1018.2,7,7,19,21.2,"Yes",1.4,5.00419274041312,4.71292636974984,"2013-12-24"
"7336","40311","Williamtown",16.3,29.9,0,7.6,9.3,44,17,35,62,49,1014.8,1010.6,2,6,23.8,28.2,"No",0.4,1.8190471490112,1.796819446198,"2014-01-01"
"7337","40317","Williamtown",18.8,24.3,0,10,1.5,39,30,20,73,55,1018.1,1018.5,7,7,20.2,21.1,"No",0,2.0811075992692,2.13865896124619,"2014-01-07"
"7338","40331","Williamtown",21.4,27.7,0.6,7.8,3.3,41,15,30,95,73,1008.9,1007.2,8,6,22.2,26.4,"No",1,4.38265094235351,4.24295836098045,"2014-01-21"
"7339","40332","Williamtown",22.2,25.6,1,3.8,0.1,50,26,31,71,59,1016.6,1018.8,8,8,24.2,23.7,"No",0.6,2.21024403312563,2.20803420321631,"2014-01-22"
"7340","40358","Williamtown",18.8,26.2,0,5.2,11.9,35,4,24,70,59,1026,1023.3,4,2,22.5,25,"No",0,0,0,"2014-03-04"
"7341","40361","Williamtown",14.6,27,0,5.6,11.1,39,9,28,72,49,1023.6,1020.8,2,1,22.5,26.2,"No",0,0,0,"2014-03-11"
"7342","40385","Williamtown",14.1,21.4,6.8,3.6,3.3,43,17,24,69,73,1019.3,1018,4,7,18.9,19.6,"Yes",9.2,5.17965277071879,4.89756154329543,"2014-04-14"
"7343","40399","Williamtown",15.4,23.5,1,2,3.9,43,15,26,86,63,1013.7,1011,8,6,17.9,22.4,"No",6.2,3.5741316722598,3.46588789684027,"2014-04-30"
"7344","40402","Williamtown",7.1,19.9,0,3.6,8.9,35,26,15,61,50,1022.2,1018.7,5,2,11.9,19.2,"No",14.4,1.0805698021803,1.00920440429816,"2014-05-06"
"7345","40406","Williamtown",12.5,22.7,6.8,3.6,7.4,39,13,28,85,58,1029.6,1027.7,4,4,16.2,21.2,"Yes",12.4,1.50347187943972,1.22505723467499,"2014-05-12"
"7346","40408","Williamtown",8.7,22.2,0.2,2.8,8.7,26,7,15,92,49,1029.4,1026.1,4,1,14.3,21.2,"No",0.2,0,0,"2014-05-14"
"7347","40425","Williamtown",9.2,20,0,5.2,8.4,33,24,7,61,54,1024.4,1023,1,2,13.6,19.5,"No",1.8,1.14158507146698,1.23048577366988,"2014-06-04"
"7348","40436","Williamtown",5.7,16.3,0,1.6,1.9,22,13,9,92,77,1017,1012.4,5,7,10.9,13.9,"No",0,5.2896092972186,5.23581567673369,"2014-06-23"
"7349","40441","Williamtown",6.7,17.3,0,4,9.7,44,26,19,59,37,1025.6,1024.3,1,0,10.6,16.7,"No",0,0,0,"2014-07-01"
"7350","40448","Williamtown",6.9,18.2,0,4,9.6,41,28,19,57,26,1017.6,1012.9,0,0,10.5,17.8,"No",0,0,0,"2014-07-08"
"7351","40457","Williamtown",8.2,18.3,0.2,1.8,7.5,31,13,20,91,63,1024.4,1022.1,5,2,12.2,17.1,"No",0.2,0.915108909267235,0.794685756628275,"2014-07-22"
"7352","40458","Williamtown",5.8,17.7,0.2,0.4,7.1,22,19,13,89,63,1025.5,1021.7,4,6,10.5,16,"No",0,1.34107765578743,1.26794000374047,"2014-07-23"
"7353","40466","Williamtown",4.4,21.1,0,1.6,9.6,31,19,20,86,47,1032.3,1029.7,1,1,11.6,17.7,"No",0,0,0,"2014-08-05"
"7354","40467","Williamtown",4.3,20.3,0,2.6,9.8,28,17,13,78,40,1033,1027.4,1,0,10.5,19.5,"No",0,0,0,"2014-08-06"
"7355","40476","Williamtown",8.7,18.6,7,2.4,0,50,2,19,97,79,1023,1021,7,8,13.9,16.3,"Yes",21.4,7.61763710834483,7.2872175840142,"2014-08-26"
"7356","40477","Williamtown",13.2,20.2,21.4,3.8,6.2,57,24,28,52,65,1023.2,1021.6,4,7,18.4,18.4,"Yes",12.4,6.10154222881357,5.99652711592546,"2014-08-27"
"7357","40482","Williamtown",9.5,17.6,3.6,3.2,4.6,70,39,41,45,43,1012,1011.5,7,5,12.8,17.1,"Yes",0,2.81613447577707,2.30453855490899,"2014-09-03"
"7358","40489","Williamtown",11.7,20.5,0,4.6,7.3,31,7,22,74,58,1019,1015.3,6,3,17.8,19.8,"No",0,1.30767900932053,1.23228062101095,"2014-09-15"
"7359","40490","Williamtown",14,26.1,0,2.8,7.5,54,13,28,68,31,1011,1005.8,4,2,19.2,26,"No",0.2,1.96117362299721,2.08393659799044,"2014-09-16"
"7360","40491","Williamtown",12.5,23.1,0.2,7.2,9,48,24,28,44,23,1013.6,1010.1,6,4,18.3,22.6,"No",0,0,0,"2014-09-17"
"7361","40506","Williamtown",19.3,32.6,0,7.2,7.2,56,17,30,31,53,1009.1,1009,7,3,25.2,23.7,"No",0.4,3.26038432773922,3.24278820449138,"2014-10-07"
"7362","40507","Williamtown",14.6,19.1,0.4,5.6,2.1,46,31,19,87,93,1017.9,1018.4,7,7,16.7,15.7,"No",7.2,6.0684936418125,5.80360727885252,"2014-10-08"
"7363","40521","Williamtown",10.7,24.3,0,8,11.9,39,11,24,37,45,1017.3,1015.8,1,1,22.2,23.4,"No",0,0,0,"2014-10-29"
"7364","40526","Williamtown",13.6,28.8,0,5.8,7.5,57,11,35,62,52,1017.9,1012.3,3,6,21.8,23.9,"No",17.8,4.26402239335531,4.2271451866481,"2014-11-05"
"7365","40532","Williamtown",17.1,23.1,0,7,2.8,35,20,20,61,58,1020,1018.9,7,7,19.6,20.8,"No",0.4,2.076330582176,2.07555823350851,"2014-11-11"
"7366","40533","Williamtown",12.3,22.8,0.4,5.2,8.1,37,15,28,54,53,1019.6,1016.5,6,5,20.2,21.4,"No",0,0.859516869863671,0.748635879082486,"2014-11-12"
"7367","40537","Williamtown",16.1,23.8,0,7.6,5.6,43,26,31,75,66,1021.7,1018.7,6,6,20.7,22.2,"No",0,2.79356821233196,2.61843019249702,"2014-11-19"
"7368","40551","Williamtown",20.7,35.6,0,7.8,9.6,67,13,28,57,34,1013.8,1009.4,7,5,28,33.5,"No",8.6,3.12119886135531,3.18829722360961,"2014-12-03"
"7369","40560","Williamtown",17.3,24,0,6.6,10.6,57,37,30,70,57,1005.5,1007.5,6,2,22,21.8,"No",1.2,0.853583985008104,0.662359696669208,"2014-12-17"
"7370","40567","Williamtown",19.4,31,2.4,1.8,5.4,50,9,31,82,80,1012.8,1013.4,5,7,24.3,23.2,"Yes",0,5.30329346441643,4.92275075755065,"2014-12-24"
"7371","40571","Williamtown",16.9,26.6,0,7.6,8.4,48,20,33,78,72,1014.5,1013.9,6,6,22.8,25,"No",0,2.79278930067758,2.52353831755476,"2014-12-31"
"7372","40578","Williamtown",20.5,30,0,7.8,13.6,44,15,28,58,48,1020.6,1017.9,1,2,26.4,28.7,"No",0,0,0,"2015-01-07"
"7373","40606","Williamtown",16.9,31.5,0,22,10.8,41,13,22,60,44,1017.3,1013.9,5,3,23.8,30.5,"No",0,1.62988195452833,1.63285325863817,"2015-02-15"
"7374","40611","Williamtown",20,27.5,11.8,12,11.5,33,9,20,85,70,1016.4,1014.1,4,2,23.9,26,"Yes",0,3.43068400090989,3.25255476661915,"2015-02-23"
"7375","40627","Williamtown",21.1,29.5,0,5.6,8.2,37,2,26,89,66,1016.9,1014,7,1,23.6,28,"No",0,2.2327223970896,2.16085834433128,"2015-03-11"
"7376","40629","Williamtown",13,26,20,16.8,6.3,61,19,26,64,91,1009.1,1012,5,7,20.6,18.3,"Yes",8.2,9.63288631973054,9.35442325639436,"2015-03-15"
"7377","40635","Williamtown",16.3,33.1,0,5.4,6.5,56,11,13,82,45,1012.2,1008.3,2,6,22.2,30.9,"No",4.8,5.24192104706515,5.49244885094921,"2015-03-24"
"7378","40651","Williamtown",10.7,24.4,0.4,10.8,5.2,46,20,24,85,69,1018.6,1016.8,2,7,17.7,21.3,"No",0,4.71820392178878,4.64532269079542,"2015-04-12"
"7379","40652","Williamtown",12.9,22.2,0,4,7.9,37,15,20,69,52,1023,1021.2,6,2,18.8,20.6,"No",0,0.301757210872337,0.28481517641663,"2015-04-13"
"7380","40653","Williamtown",10,22.2,0,3.6,8.6,33,11,17,72,57,1023.7,1021.6,2,2,18,21.2,"No",0,0.964770624171139,1.00464121477494,"2015-04-14"
"7381","40654","Williamtown",9.3,27.3,0,3,10.2,39,13,7,76,44,1025.4,1021.8,3,2,18,27,"No",0,1.52483105016607,1.68107358171202,"2015-04-15"
"7382","40661","Williamtown",12.4,20.1,0.4,3.2,10.4,35,26,24,61,46,1019.1,1018.4,1,1,16.3,18.9,"No",0,0,0,"2015-04-27"
"7383","40663","Williamtown",11.6,20.2,3,4,6.5,35,13,17,85,70,1029.8,1027.8,6,5,15.8,18.9,"Yes",0.6,2.65768779662958,2.26511081051288,"2015-04-29"
"7384","40667","Williamtown",11.2,20.2,0,5.4,9.8,48,28,31,47,30,1015.3,1013.3,0,0,16.8,19.9,"No",0,0,0,"2015-05-06"
"7385","40672","Williamtown",15.9,21.7,0,10,10.2,80,46,46,48,38,1010.5,1010.4,1,1,18.5,21,"No",0,0.968442304666507,0.805548441792629,"2015-05-11"
"7386","40674","Williamtown",11.3,18.5,0,6.2,5.8,50,19,30,53,27,1015.9,1015.9,7,2,15.2,17.1,"No",0,0,0,"2015-05-13"
"7387","40677","Williamtown",9,19.3,31.6,14.6,5.4,30,15,15,80,57,1032.2,1030.8,7,7,11.4,17.6,"Yes",0,4.74792994162973,4.88394109645024,"2015-05-24"
"7388","40678","Williamtown",8.9,19.8,0,1.8,7.7,26,13,9,80,56,1032.6,1028.9,7,4,12.5,19.4,"No",0,0.495484903527651,0.443522212770411,"2015-05-25"
"7389","40686","Williamtown",5.3,17.3,0,2.6,8,37,22,13,63,54,1023.3,1020.6,1,6,9.3,16.2,"No",0,1.7677130008315,1.73769905583677,"2015-06-03"
"7390","40688","Williamtown",5.3,21,2.2,5.2,9.7,28,15,11,94,52,1030.3,1025.5,1,1,10.4,20.5,"Yes",0,1.54099289199054,1.33273390899023,"2015-06-07"
"7391","40689","Williamtown",6.6,22.1,0,1.8,7.7,52,9,28,85,40,1026.1,1021.4,7,1,12.3,21.2,"No",0,1.28679595081579,1.19783690041243,"2015-06-08"
"7392","40693","Williamtown",8.8,18.3,2.2,5.2,2.8,31,13,15,91,85,1027.7,1025.1,7,8,13,16.8,"Yes",0,5.3523753083649,4.85118560674043,"2015-06-15"
"7393","40698","Williamtown",4.4,17.6,0,1.4,9,20,13,11,94,51,1030.2,1027,2,6,7.7,17,"No",0,0,0,"2015-06-22"
"7394","40699","Williamtown",4.4,20.5,0,1,9.5,26,13,13,79,48,1027.8,1024.2,1,1,10.3,20.2,"No",0,0,0.0276947036975004,"2015-06-23"
"7395","40710","Williamtown",6.8,17.3,0,4,6.2,41,24,22,57,63,1020.1,1020.9,2,5,10.6,14.3,"No",6,1.74298034246776,1.60877919143226,"2015-07-07"
"7396","40729","Williamtown",11.3,18.6,0,17.2,10.1,63,35,35,50,30,1016.6,1014.3,0,0,12.4,18.3,"No",0,0.209581167275104,0.15997825220697,"2015-08-03"
"7397","40730","Williamtown",4,14.9,0,6,1.7,35,13,13,61,39,1022.8,1019.3,7,7,9.7,13.7,"No",0,1.78763495961903,1.84710848296232,"2015-08-04"
"7398","40731","Williamtown",3.8,15.3,0,2.8,8.8,59,33,31,41,34,1016,1012.2,1,5,9.6,14.5,"No",0,1.19853579563403,1.09838975840036,"2015-08-05"
"7399","40738","Williamtown",1.4,20.3,0,2.6,7.1,63,7,26,65,28,1008.6,1004.2,1,2,11.7,18.9,"No",0,3.25211136859657,3.36245119202567,"2015-08-12"
"7400","40758","Williamtown",9.5,19.2,0,6.6,10.9,30,17,22,52,46,1022.9,1021.7,1,1,15.2,18.2,"No",2.2,0,0,"2015-09-09"
"7401","40763","Williamtown",7.7,25.2,0,4.4,10.9,31,11,22,68,44,1026.4,1021.1,1,1,17.8,24.4,"No",0,0.165847020709427,0.24055413378933,"2015-09-14"
"7402","40768","Williamtown",8.5,24.1,45,13,10,30,13,13,72,47,1020.5,1015.7,1,5,17,22.9,"Yes",0.6,7.0466139457599,7.64047823600577,"2015-09-21"
"7403","40780","Williamtown",13.3,35.8,0,24,10.4,37,17,17,47,12,1024.8,1021.9,1,5,21.7,35,"No",0,0,0,"2015-10-05"
"7404","40787","Williamtown",13.7,33.4,1.6,5.6,9.5,57,17,31,75,18,1017.8,1012.7,1,4,20.3,32.9,"Yes",0,1.29741564864497,1.24674981045209,"2015-10-12"
"7405","40791","Williamtown",13.6,28.3,1.2,21.2,11.4,37,13,24,68,48,1026.3,1022.1,1,1,22.4,27.1,"Yes",0,1.43377268254361,1.19164271696026,"2015-10-19"
"7406","40797","Williamtown",16.7,20.3,9.2,7.6,1.5,56,28,35,80,48,1023.9,1024.8,8,7,17.6,19.4,"Yes",1.8,2.11774723241389,1.8705782164231,"2015-10-27"
"7407","40807","Williamtown",16.1,19.9,11.4,14.6,3.6,41,22,15,83,79,1019.9,1019.6,8,8,17.7,18.5,"Yes",3.8,6.03059055507427,5.71832169665681,"2015-11-08"
"7408","40810","Williamtown",13.5,24.6,0,6,11,37,4,28,66,55,1020.4,1019.8,5,7,22,23.8,"No",0,0,0,"2015-11-11"
"7409","40835","Williamtown",21,33.9,0.8,6.8,7.3,50,11,15,91,46,1015.8,1012.9,7,7,23,30.8,"No",10,3.27587640752675,3.41770033834558,"2015-12-09"
"7410","40842","Williamtown",20.1,25.3,0,8,3,54,9,28,76,68,1015,1016.2,7,8,23.9,21.5,"No",4,3.70740137724739,3.61965615543717,"2015-12-16"
"7411","40849","Williamtown",16.8,23.5,30.2,3.2,0,35,22,15,89,89,1018.6,1017.4,7,8,19.9,19.3,"Yes",7.6,10.0350323951532,10.1877617915356,"2015-12-23"
"7412","40890","Williamtown",16.7,26.3,0,7,13.1,33,11,20,67,55,1006.3,1003.8,1,1,21.8,25.5,"No",0,0.790882670141074,0.817319706294628,"2016-02-02"
"7413","40896","Williamtown",17.9,27.1,0.7,22.6,10.2,39,13,24,93,65,1018.5,1017.5,7,3,21.2,26.3,"No",0.2,1.75095114817337,1.5533211433555,"2016-02-08"
"7414","40897","Williamtown",18.3,27.3,0.2,4.2,10,35,24,17,67,63,1020,1018.9,5,3,24,26.2,"No",0,1.01528120880707,0.984610612221461,"2016-02-09"
"7415","40903","Williamtown",22.8,30.4,0,8,8.4,46,11,20,77,66,1011.6,1007.7,7,1,25,28.9,"No",0,4.3485670258978,4.30956171636617,"2016-02-15"
"7416","40911","Williamtown",16.2,31.9,0,7.6,12.2,37,11,20,67,39,1021.5,1017.6,1,1,24,30.8,"No",0,0.0113268622004124,0.200922966017854,"2016-02-23"
"7417","40919","Williamtown",18.5,31.4,0,6.4,11.5,37,11,20,64,49,1021.4,1018.8,5,7,24.1,30.3,"No",0,0.298146549098489,0.293234545941507,"2016-03-02"
"7418","40926","Williamtown",20.1,33.6,0,7.2,11.2,39,15,20,70,45,1022.1,1017.9,1,1,25.1,32.2,"No",0,1.03799982531861,1.23456270834826,"2016-03-09"
"7419","40942","Williamtown",19,30.1,0,3,8.9,31,13,19,78,49,1018.4,1014.3,4,5,22,29.2,"No",0,0.949408834753261,1.05522946715725,"2016-03-28"
"7420","40943","Williamtown",18.5,25.5,0,5.8,1.7,37,13,30,95,72,1017.2,1014.8,7,7,21.4,24.8,"No",13.6,3.90044716407238,3.79150494310462,"2016-03-29"
"7421","40956","Williamtown",13.5,25.3,0,10.8,8.6,41,15,30,51,42,1017.9,1016,1,1,21.4,23.3,"No",0,0.150666094337594,0.239756057350535,"2016-04-11"
"7422","40967","Williamtown",16.4,23,23.4,14.6,8,50,28,30,57,56,1028.4,1028.1,5,2,20.7,21.3,"Yes",0,3.55629487380739,3.53086472841877,"2016-04-24"
"7423","40969","Williamtown",14.4,23.4,0,2.6,7.4,31,9,19,82,63,1030.2,1027.1,4,1,19,22.5,"No",0,1.08922947201974,1.09898541908721,"2016-04-26"
"7424","44359","Canberra",8.3,17,0,5.6,4.6,41,11,24,65,57,1026.2,1024.2,6,7,12.1,15.5,"No",0,1.85479734863482,1.55642069009746,"2007-11-08"
"7425","44361","Canberra",8.4,22.8,16.2,5.4,7.7,31,7,6,82,32,1024.1,1020.7,7,1,13.3,21.7,"Yes",0,2.00453289918036,2.0314955487513,"2007-11-10"
"7426","44364","Canberra",10.1,27.9,0,7.2,13,30,6,7,62,29,1022,1017.1,0,1,17,27.1,"No",0,0,0,"2007-11-13"
